time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,THC,WD_HR(SIN),WD_HR(COS),WD_HR,WIND_SPEED,WS_HR,aqi
2022/5/13 22:04,24.3,1.99,0.19,0.06,1.3,6.1,7.5,13.6,16,7,86,0.6,2.05,0.544639035,0.838670568,33,1.4,0.3,34
2022/5/13 23:02,24.3,1.99,0.19,0.09,0.4,6.7,7.1,17.8,12,4,85,0.6,2.08,0.913545458,0.406736643,66,1.5,0.8,33
2022/5/14 00:00,24.2,1.98,0.2,0.16,0.5,6.7,7.2,16,17,3,86,0.6,2.14,0.99756405,-0.069756474,94,0.8,0.8,30
2022/5/14 00:57,23.6,2.12,0.16,0.18,0.8,5.3,6.1,11.9,18,5,89,1,2.3,0.857167301,-0.515038075,121,1.2,1.2,26
2022/5/14 01:55,23.4,2.13,0.18,0.12,0.8,4.9,5.7,10,10,5,91,0.9,2.25,0.390731128,-0.920504853,157,0.4,0.2,23
2022/5/14 03:07,23.2,2.18,0.13,0.08,0.6,4,4.7,11.6,11,5,92,0.9,2.26,0.999847695,-0.017452406,91,1.1,0.7,21
2022/5/14 04:04,23.1,1.98,0.13,0.09,0.6,4.2,4.8,12.5,11,3,91,0.9,2.07,0.984807753,0.173648178,80,0.8,0.8,20
2022/5/14 05:02,22.9,1.95,0.13,0.05,0.6,3.8,4.5,16.2,7,2,91,0.9,2,0.75470958,0.656059029,49,0.9,0.5,19
2022/5/14 06:00,22.8,1.98,0.17,0.05,0.6,5.3,6,16.6,6,3,91,0.9,2.03,-0.258819045,0.965925826,345,0.5,0.4,16
2022/5/14 06:57,22.9,1.99,0.33,0.12,2.5,10.2,12.8,10.7,11,3,91,0.8,2.11,0.999847695,0.017452406,89,1.6,1.1,15
2022/5/14 07:55,23,2,0.37,0.14,2.8,13.5,16.3,9.6,10,5,91,0.9,2.14,0.573576436,0.819152044,35,0.7,0.7,17
2022/5/14 09:07,23.2,1.97,0.32,0.13,3.8,12.7,16.5,10.5,5,6,91,1,2.1,0.544639035,0.838670568,33,1.2,0.8,22
2022/5/14 10:04,23.6,2,0.35,0.15,4.6,13,17.7,13.8,11,5,94,0.9,2.15,-0.766044443,0.64278761,310,1.1,0.8,20
2022/5/14 11:02,24.2,2.05,0.43,0.2,5.9,16.8,22.8,13.9,14,6,95,1.1,2.25,0.927183855,0.374606593,68,1.9,0.4,22
2022/5/14 12:00,24.5,2.02,0.46,0.25,6.9,16.3,23.3,15.6,17,9,93,1.1,2.27,1,6.12574E-17,90,0.5,0.6,27
2022/5/14 12:57,25.1,2.08,0.37,0.19,4.4,14.1,18.5,18.6,16,8,92,1.1,2.27,0.190808995,0.981627183,11,0.6,0.5,27
2022/5/14 13:55,25.5,2.03,0.39,0.19,3.5,14.3,17.9,18.5,13,6,91,1,2.22,-0.819152044,0.573576436,305,1.3,1,23
2022/5/14 15:07,25.9,2.02,0.42,0.21,4.2,18.7,23,21.3,12,9,87,1.1,2.23,-0.390731128,0.920504853,337,1.2,1,23
2022/5/14 16:04,25.7,2.01,0.37,0.21,2.7,16.3,19,19.1,17,12,87,1.1,2.22,-0.981627183,-0.190808995,259,2.2,1.6,30
2022/5/14 17:02,24.9,2.05,0.43,0.2,2,15.8,17.9,15.2,20,11,92,1.1,2.25,-0.999390827,0.034899497,272,0.8,1.1,27
2022/5/14 18:00,24.3,2.06,0.43,0.18,1.4,18.2,19.7,12.4,18,8,93,1.1,2.24,-0.7193398,0.69465837,314,1.4,0.8,27
2022/5/14 18:57,23.3,2.03,0.35,0.12,0.6,14.6,15.3,15.1,15,10,95,1,2.15,-0.573576436,0.819152044,325,1.3,0.9,30
2022/5/14 19:55,22.8,2.03,0.34,0.11,0.7,14,14.7,13.8,10,7,98,1,2.14,0.241921896,0.970295726,14,1,0.6,29
2022/5/14 21:07,22.9,2.04,0.33,0.12,0.9,14.6,15.5,12.2,8,4,97,1,2.16,0.731353702,0.68199836,47,0.4,0.6,28
2022/5/14 22:04,23.2,2.1,0.41,0.18,0.9,16.1,17.1,8.3,9,6,96,1,2.28,0.68199836,0.731353702,43,0.4,0.3,24
2022/5/14 23:02,22.8,2.19,0.43,0.16,0.8,19.5,20.3,9.7,13,10,98,0.9,2.35,-0.656059029,0.75470958,319,1.1,1,27
2022/5/15 00:00,22.3,2.17,0.37,0.12,0.5,14.2,14.7,15.9,19,7,99,1,2.29,-0.777145961,0.629320391,309,1.4,0.9,32
2022/5/15 00:57,21.8,2.1,0.27,0.07,0.4,8.1,8.6,23.5,6,4,100,0.8,2.17,0.017452406,0.999847695,1,1.7,1.4,24
2022/5/15 01:55,21.5,2.07,0.24,0.03,0.4,6.1,6.5,28,9,1,100,0.8,2.1,-0.104528463,0.994521895,354,1.9,1.5,23
2022/5/15 03:07,21.2,2.06,0.23,0.03,0.3,5.5,5.9,32.9,7,3,100,1,2.09,0.034899497,0.999390827,2,2,1.9,21
2022/5/15 04:04,21,2.07,0.21,0.03,0.4,5.3,5.7,35.2,4,0,100,0.9,2.1,0.104528463,0.994521895,6,1.3,1.3,17
2022/5/15 05:02,21.1,2.07,0.21,0.03,0.2,5.1,5.4,35.7,2,0,100,0.9,2.1,-0.139173101,0.990268069,352,2.1,1.5,19
2022/5/15 06:00,21.4,2.06,0.25,0.04,0.5,7,7.5,35.4,5,0,97,1.2,2.1,0.069756474,0.99756405,4,1.5,1.1,21
2022/5/15 06:57,21.7,2.04,0.28,0.04,0.8,7.8,8.6,37.7,6,1,94,1.4,2.08,-0.258819045,0.965925826,345,1.7,1.5,25
2022/5/15 07:55,22.1,2.02,0.31,0.05,1,8.6,9.7,40.2,9,4,90,1.7,2.07,-0.017452406,0.999847695,359,1.9,1.8,28
2022/5/15 09:07,22.7,2.03,0.34,0.06,1.1,8.7,9.8,39.3,12,3,88,1.5,2.09,-0.35836795,0.933580426,339,1.9,1.5,31
2022/5/15 10:04,23,2.02,0.33,0.06,1.1,8.3,9.5,39.8,11,3,86,1.5,2.08,-0.139173101,0.990268069,352,2.1,1.9,32
2022/5/15 11:02,23,2.03,0.35,0.07,1,8.8,9.8,39.7,11,3,85,1.7,2.1,-0.406736643,0.913545458,336,2.1,1.8,34
2022/5/15 12:00,23.1,2.03,0.35,0.06,1.3,9.5,10.9,40.2,13,2,85,1.5,2.09,-0.374606593,0.927183855,338,2.6,2,34
2022/5/15 12:57,22.4,2.01,0.31,0.05,1.1,8.7,9.8,41.4,12,5,87,1.4,2.06,-0.034899497,0.999390827,358,2.7,2.1,35
2022/5/15 13:55,21.9,2.02,0.3,0.05,0.9,8.8,9.8,41.2,8,6,88,1.5,2.07,-0.087155743,0.996194698,355,1.8,1.6,36
2022/5/15 15:07,21.9,2.02,0.3,0.06,0.8,9.2,10.1,38.7,10,5,88,1.3,2.08,-0.121869343,0.992546152,353,2.1,1.7,36
2022/5/15 16:04,21.6,2.02,0.31,0.06,0.7,9.4,10.2,36,10,3,89,1.3,2.08,-0.309016994,0.951056516,342,2.2,1.6,37
2022/5/15 17:02,20.2,2.01,0.3,0.06,0.5,10.6,11.2,37.2,10,3,92,1.1,2.07,-0.104528463,0.994521895,354,2.5,1.9,36
2022/5/15 18:00,19.6,2.03,0.31,0.06,0.6,12.4,13,34.8,15,10,94,1.3,2.09,-0.224951054,0.974370065,347,2,1.3,36
2022/5/15 18:57,19.6,2.03,0.29,0.06,0.4,11,11.5,35.1,8,8,94,1.2,2.09,0.017452406,0.999847695,1,1.7,1.4,35
2022/5/15 19:55,19.6,2.05,0.28,0.05,0.4,10.5,11,33.3,6,2,93,1.1,2.1,-0.173648178,0.984807753,350,0.8,1.1,35
2022/5/15 21:07,19.4,2.05,0.26,0.04,0.4,9.3,9.8,33.6,7,0,94,1,2.09,-0.241921896,0.970295726,346,1.3,1.2,34
2022/5/15 22:04,19.4,2.05,0.25,0.03,0.4,8.4,8.8,35.7,5,0,94,1.1,2.08,-0.438371147,0.898794046,334,1.4,1.3,33
2022/5/15 23:02,19.3,2.05,0.24,0.03,0.3,8.1,8.5,36.3,3,0,94,1.2,2.08,-0.104528463,0.994521895,354,2.2,1.4,32
2022/5/16 00:00,18.7,2.06,0.21,0.02,0.3,7.7,8,36.6,2,0,95,1.2,2.08,-0.515038075,0.857167301,329,1.8,1.3,32
2022/5/16 00:57,18.4,2.04,0.17,0.02,0.5,5.7,6.3,38.3,2,2,95,1,2.06,-0.469471563,0.882947593,332,2,1.5,32
2022/5/16 01:55,18.4,2.09,0.18,0.01,0.3,5.5,5.9,37,5,1,96,1,2.1,-0.017452406,0.999847695,359,1.5,1,32
2022/5/16 03:07,18.5,2.07,0.16,0.02,0.4,5.1,5.5,35.6,5,0,96,0.9,2.09,-0.7193398,0.69465837,314,1.2,0.5,32
2022/5/16 04:04,18.6,2.07,0.16,0.01,0.3,5.2,5.6,34.3,4,0,96,0.9,2.08,-0.4539905,0.891006524,333,1.5,1,32
2022/5/16 05:02,18.5,2.03,0.15,0.01,0.3,6,6.4,38.6,6,2,96,1.2,2.04,0,1,0,2.3,1.7,32
2022/5/16 06:00,18.3,2.03,0.18,0.01,0.4,7.9,8.4,39.8,4,1,96,1.1,2.04,0.034899497,0.999390827,2,1.7,1.8,33
2022/5/16 06:57,18.3,2.02,0.3,0.05,0.8,11.6,12.5,37.1,1,0,96,1,2.07,0.034899497,0.999390827,2,1.4,1.6,34
2022/5/16 07:55,18.5,2.04,0.39,0.09,1.7,15,16.8,35.8,2,1,95,1,2.13,-0.173648178,0.984807753,350,1.5,1.5,34
2022/5/16 09:07,18.8,2.03,0.32,0.1,1.8,15.9,17.8,35.3,7,2,95,1.1,2.13,-0.190808995,0.981627183,349,1.6,1.4,34
2022/5/16 10:04,19.1,2.03,0.29,0.11,2,15.2,17.3,36.1,9,4,94,1.2,2.14,-0.121869343,0.992546152,353,1.3,1.5,33
2022/5/16 11:02,19.5,2.02,0.29,0.12,1.7,13.8,15.6,37.6,7,3,93,1.2,2.14,-0.173648178,0.984807753,350,2.6,1.6,33
2022/5/16 12:00,19.2,2.01,0.29,0.12,1.4,13.5,15,40.3,8,2,93,1.2,2.13,-0.017452406,0.999847695,359,2.5,2.1,33
2022/5/16 12:57,19.3,2.03,0.29,0.09,1.6,13.8,15.4,39.8,6,5,93,1.1,2.12,-0.35836795,0.933580426,339,1.5,1.6,34
2022/5/16 13:55,19.4,2.03,0.31,0.12,1.8,15.8,17.7,36,4,3,93,1.2,2.15,-0.374606593,0.927183855,338,1.7,1.4,34
2022/5/16 15:07,19.1,2.04,0.33,0.18,1.8,19.1,20.9,33.9,10,1,94,1.3,2.22,-0.35836795,0.933580426,339,2.4,1.5,34
2022/5/16 16:04,19,2.04,0.31,0.15,1.3,17.1,18.4,35.4,6,4,94,1.1,2.19,0.052335956,0.998629535,3,2.1,1.4,33
2022/5/16 17:02,19.1,2.06,0.45,0.2,1,22,23.1,26.5,6,3,94,1.2,2.26,0.052335956,0.998629535,3,1.2,1.2,33
2022/5/16 18:00,18.7,2.06,0.46,0.17,0.7,23.9,24.7,27.5,8,2,95,1.3,2.23,-0.4539905,0.891006524,333,2,1.4,37
2022/5/16 18:57,18.3,2.05,0.36,0.11,0.4,16.5,16.9,34.5,5,1,95,1.1,2.16,0.121869343,0.992546152,7,0.7,1.1,38
2022/5/16 19:55,18.2,2.07,0.35,0.12,0.4,17.6,18,32.7,4,4,96,1.1,2.19,-0.374606593,0.927183855,338,0.8,0.9,31
2022/5/16 21:07,18.2,2.09,0.39,0.15,0.3,19.6,20,27.7,11,5,96,1.2,2.24,-0.224951054,0.974370065,347,1.4,0.9,31
2022/5/16 22:04,18.1,2.06,0.32,0.1,0.5,16.6,17.1,33.1,10,3,96,1.4,2.16,-0.017452406,0.999847695,359,1.6,1.4,32
2022/5/16 23:02,18,2.07,0.28,0.07,0.4,12.3,12.7,37.7,5,4,96,1.3,2.14,0.017452406,0.999847695,1,1.1,1.2,29
2022/5/17 00:00,18,2.13,0.27,0.07,0.4,10.4,10.8,37.4,3,2,96,1.3,2.2,-0.469471563,0.882947593,332,1,0.9,29
2022/5/17 00:57,18.1,2.13,0.24,0.06,0.3,8.6,9,38.1,3,0,97,1,2.19,-0.258819045,0.965925826,345,1.4,0.9,30
2022/5/17 01:55,18,2.15,0.23,0.05,0,7.3,7.3,37.8,1,0,97,0.9,2.2,-0.515038075,0.857167301,329,0.7,0.8,31
2022/5/17 03:07,18,2.12,0.22,0.05,0,7.8,7.9,36.3,0,0,97,0.9,2.17,-0.325568154,0.945518576,341,1.6,1,31
2022/5/17 04:04,17.9,2.09,0.23,0.04,0,7.5,7.6,38.3,2,0,97,1.2,2.13,0.309016994,0.951056516,18,1.1,1.1,32
2022/5/17 05:02,18,2.1,0.22,0.04,0.1,8.3,8.4,35.4,5,4,97,1.3,2.14,-0.258819045,0.965925826,345,1,0.8,32
2022/5/17 06:00,18.4,2.08,0.27,0.05,0.2,10.3,10.5,32.6,6,3,97,1.1,2.13,0.190808995,0.981627183,11,1,1.1,33
2022/5/17 06:57,18.9,2.08,0.42,0.1,1.2,13.9,15.1,26.7,5,2,97,1.2,2.18,0.258819045,0.965925826,15,0.9,0.9,33
2022/5/17 07:55,19.2,2.08,0.55,0.16,2.9,17.2,20.1,24.9,6,2,96,1.1,2.24,0.017452406,0.999847695,1,0.7,0.8,32
2022/5/17 09:07,20,2.07,0.59,0.17,4,19.3,23.3,27.2,8,0,94,1,2.24,-0.974370065,0.224951054,283,1.1,0.4,31
2022/5/17 10:04,21,2.05,0.47,0.18,3.2,18,21.2,33.1,20,3,90,1.1,2.23,-0.945518576,0.325568154,289,1,0.2,32
2022/5/17 11:02,22.1,2.07,0.46,0.26,2.4,16.3,18.7,43.4,20,13,87,1.3,2.33,-0.981627183,-0.190808995,259,1.5,0.7,30
2022/5/17 12:00,22.9,2.09,0.52,0.44,2.1,21.6,23.7,48.3,26,16,86,1.7,2.53,0.241921896,-0.970295726,166,1,0.3,30
2022/5/17 12:57,23.6,2.09,0.49,0.37,2.1,22.8,24.9,53.5,33,15,85,2.4,2.46,-0.891006524,-0.4539905,243,0.8,0.4,35
2022/5/17 13:55,24.1,2.02,0.35,0.15,0.9,15.7,16.6,55.6,29,17,80,2,2.17,-0.939692621,0.342020143,290,0.7,0.9,37
2022/5/17 15:07,24.5,2.03,0.4,0.29,0.8,16.2,17,53.1,29,25,79,1.7,2.32,0.809016994,0.587785252,54,1.6,0.6,36
2022/5/17 16:04,24.7,2,0.35,0.13,0.6,12.2,12.8,42.6,24,9,76,1.5,2.13,0.35836795,0.933580426,21,1.5,0.9,43
2022/5/17 17:02,24.4,2.02,0.49,0.2,1,17.6,18.7,36.7,25,11,75,1.5,2.22,0.087155743,0.996194698,5,1.5,0.9,41
2022/5/17 18:00,23.9,2.04,0.53,0.21,0.5,21.5,22,31.8,28,13,76,1.6,2.25,-0.544639035,0.838670568,327,1.6,1.3,42
2022/5/17 18:57,23,2.02,0.41,0.14,0.1,16.8,16.9,32.2,27,12,77,1.7,2.16,0.034899497,0.999390827,2,1.7,1.7,42
2022/5/17 19:55,22.4,2.06,0.47,0.19,0.1,17.5,17.6,25.2,29,14,80,1.6,2.25,-0.156434465,0.987688341,351,0.9,0.7,41
2022/5/17 21:07,22.82105263,2.06,0.41,0.18,0,17.4,17.4,24.1,26,19,79,1.7,2.24,-0.190808995,0.981627183,349,1.05,0.810526316,40
2022/5/17 22:04,23.24210526,2.07,0.38,0.13,0,15.8,15.6,24,25,11,78,1.8,2.2,-0.224951054,0.974370065,347,1.2,0.921052632,46
2022/5/17 23:02,23.66315789,2.12,0.37,0.13,0,16.2,16.3,20.9,21,15,77,1.6,2.25,-0.241921896,0.970295726,346,1.35,1.031578947,46
2022/5/18 00:00,24.08421053,2.12,0.3,0.1,0.1,12.9,13.1,23.4,23,13,76,1.5,2.22,-0.275637356,0.961261696,344,1.5,1.142105263,48
2022/5/18 00:57,24.50526316,2.2,0.37,0.16,0.9,14.1,15,17.5,26,16,75,1.4,2.36,-0.309016994,0.951056516,342,1.65,1.252631579,47
2022/5/18 01:55,24.92631579,2.49,0.41,0.23,0.8,15.7,16.5,10.2,37,22,74,1.5,2.72,-0.325568154,0.945518576,341,1.8,1.363157895,46
2022/5/18 03:07,25.34736842,2.31,0.33,0.17,0.6,13.5,14.1,14.6,32,19,73,1.6,2.48,-0.35836795,0.933580426,339,1.95,1.473684211,51
2022/5/18 04:04,25.76842105,2.42,0.35,0.22,0.8,14.4,15.3,10.1,32,20,72,1.6,2.64,-0.390731128,0.920504853,337,2.1,1.584210526,52
2022/5/18 05:02,26.18947368,2.42,0.36,0.15,1.8,15.2,17,9.2,34,21,71,1.4,2.57,-0.406736643,0.913545458,336,2.25,1.694736842,55
2022/5/18 06:00,26.61052632,2.57,0.55,0.25,7.2,15,22.2,7.4,36,24,70,1.3,2.82,-0.438371147,0.898794046,334,2.4,1.805263158,58
2022/5/18 06:57,27.03157895,2.49,0.61,0.25,9.2,15,24.2,13.7,42,22,69,1.5,2.74,-0.4539905,0.891006524,333,2.55,1.915789474,60
2022/5/18 07:55,27.45263158,2.28,0.5,0.19,8.3,15.7,24.1,20.8,35,22,68,1.9,2.47,-0.48480962,0.874619707,331,2.7,2.026315789,62
2022/5/18 09:07,27.87368421,2.17,0.53,0.19,5.5,16.4,22,34.1,31,14,67,1.6,2.36,-0.515038075,0.857167301,329,2.85,2.136842105,63
2022/5/18 10:04,28.29473684,2.06,0.51,0.16,4,16.8,20.8,44.5,29,12,66,1.4,2.22,-0.529919264,0.848048096,328,3,2.247368421,60
2022/5/18 11:02,28.71578947,2,0.32,0.1,1.9,10.3,12.2,63.3,22,8,65,1.5,2.1,-0.559192903,0.829037573,326,3.15,2.357894737,57
2022/5/18 12:00,29.13684211,1.99,0.27,0.09,0.9,7.8,8.8,74.1,18,11,64,1.4,2.08,-0.587785252,0.809016994,324,3.3,2.468421053,52
2022/5/18 12:57,29.55789474,1.97,0.23,0.04,0.9,5.4,6.3,67.2,20,7,63,1.4,2.01,-0.601815023,0.79863551,323,3.45,2.578947368,47
2022/5/18 13:55,29.97894737,1.97,0.23,0.05,1,6.7,7.7,65.8,28,9,62,1.55,2.02,-0.629320391,0.777145961,321,3.6,2.689473684,43
2022/5/18 15:07,30.4,1.97,0.23,0.07,1.2,8,9.2,59.7,33,12,62,1.7,2.04,-0.64278761,0.766044443,320,3,2.8,44
2022/5/18 16:04,30.1,1.98,0.27,0.11,1.3,8.5,9.8,56.7,38,12,61,1.3,2.09,-0.79863551,0.601815023,307,2.9,2.5,49
2022/5/18 17:02,29,2,0.35,0.14,1,11.8,12.9,59.6,47,19,70,1.3,2.14,-0.559192903,0.829037573,326,2.1,2,61
2022/5/18 18:00,27.9,2.02,0.42,0.17,0.5,13.4,14,51.6,44,16,75,1.5,2.19,0.087155743,0.996194698,5,1.7,1.5,71
2022/5/18 18:57,26.6,2.04,0.46,0.19,0.6,16.6,17.3,37.1,45,19,81,1.6,2.23,-0.529919264,0.848048096,328,1.6,1.4,74
2022/5/18 19:55,26,2.07,0.45,0.17,0.6,17.1,17.7,30.9,49,25,84,1.6,2.24,-0.342020143,0.939692621,340,1.3,0.9,61
2022/5/18 21:07,25.3,2.13,0.44,0.25,0.7,18.1,18.9,24.1,51,19,86,1.9,2.38,-0.999847695,-0.017452406,269,1.3,1.3,54
2022/5/18 22:04,24.9,2.25,0.43,0.25,0.9,19.3,20.3,17,48,21,88,1.6,2.5,-0.241921896,-0.970295726,194,0.9,0.4,55
2022/5/18 23:02,24.5,2.23,0.36,0.2,0.9,17,17.9,17.6,47,22,90,1.5,2.43,-0.920504853,-0.390731128,247,1.4,0.7,57
2022/5/19 00:00,24.1,2.29,0.34,0.18,0.6,15.7,16.3,15.9,52,18,92,1.3,2.47,-0.945518576,-0.325568154,251,0.9,1.2,60
2022/5/19 00:57,24.1,2.27,0.33,0.24,1.2,12.7,13.9,16.3,46,22,92,1.2,2.51,0.559192903,-0.829037573,146,0.4,0.5,59
2022/5/19 01:55,24,2.37,0.38,0.24,1.6,12.5,14.1,8.8,46,19,93,1.1,2.61,-0.898794046,-0.438371147,244,0.9,0.3,61
2022/5/19 03:07,23.6,2.37,0.35,0.21,1.5,10.5,12.1,8,50,17,94,1,2.58,-0.882947593,-0.469471563,242,0.4,0.1,61
2022/5/19 04:04,23.7,2.44,0.41,0.23,1.8,11.8,13.6,7.7,48,21,94,1,2.67,-0.819152044,0.573576436,305,0.6,0.2,60
2022/5/19 05:02,23.2,2.69,0.43,0.25,3.8,13.3,17.2,3.3,53,21,96,1,2.94,-0.939692621,-0.342020143,250,0.4,0.9,61
2022/5/19 06:00,23.7,3.17,0.61,0.33,11.3,13,24.3,3.9,48,22,94,1.1,3.5,0.978147601,-0.207911691,102,0.5,0.5,61
2022/5/19 06:57,24.9,2.89,0.75,0.36,9.7,16.4,26.1,11.8,56,24,90,1.2,3.25,-0.829037573,-0.559192903,236,1.7,0.1,63
2022/5/19 07:55,26,2.36,0.55,0.23,5.9,15.6,21.6,24,55,24,87,1.3,2.59,-0.998629535,-0.052335956,267,1.6,1.2,66
2022/5/19 09:07,27.5,2.18,0.37,0.18,4.1,12.9,17,37.4,48,21,81,1.7,2.36,-0.990268069,0.139173101,278,1.7,1.7,66
2022/5/19 10:04,29,2.12,0.38,0.19,2.5,11.5,14,69.5,57,29,74,1.5,2.31,-0.987688341,0.156434465,279,2.2,1.6,67
2022/5/19 11:02,30.1,2.1,0.39,0.19,1.6,11.6,13.3,97.6,64,33,68,1.8,2.29,-1,-1.83772E-16,270,2.4,2.1,69
2022/5/19 12:00,30.8,2.11,0.63,0.22,2.2,18.9,21.2,90.5,79,44,68,5.5,2.33,-0.996194698,-0.087155743,265,3.6,3.1,73
2022/5/19 12:57,31.6,2.05,0.49,0.12,2.7,19.5,22.2,82.9,53,26,61,6.4,2.17,-0.999847695,0.017452406,271,3.1,2.8,82
2022/5/19 13:55,31.7,2.01,0.31,0.11,2.4,14.3,16.8,75.5,37,17,60,4.3,2.12,-0.99756405,-0.069756474,266,4.2,3.6,84
2022/5/19 15:07,31.2,1.99,0.25,0.11,2.2,10.2,12.4,65.35,35,18,62,1.5,2.1,-0.99756405,0.069756474,274,3.4,3.3,80
2022/5/19 16:04,31.1,1.97,0.25,0.08,2.1,9.6,11.7,55.2,25,13,59,1.2,2.05,-0.515038075,0.857167301,329,2.2,2.1,93
2022/5/19 17:02,30.6,1.98,0.34,0.11,1.8,10.6,12.4,54.9,26,13,60,1.1,2.09,-0.629320391,0.777145961,321,1.9,1.8,104
2022/5/19 18:00,29.6,2.03,0.47,0.23,1.5,16.5,18,47,41,17,71,1.4,2.26,-0.984807753,0.173648178,280,2.5,1.5,115
2022/5/19 18:57,27.3,2.1,0.43,0.24,1.8,23.1,25,20.2,46,16,86,1.3,2.34,-0.819152044,-0.573576436,235,2.1,1.7,101
2022/5/19 19:55,26.4,2.08,0.38,0.19,1.8,18.4,20.3,18.7,50,18,89,1.2,2.27,-0.920504853,-0.390731128,247,2.3,1.9,67
2022/5/19 21:07,26.1,2.11,0.38,0.2,1.8,17.6,19.5,16,36,12,89,1.2,2.31,-0.906307787,-0.422618262,245,1.3,1.3,60
2022/5/19 22:04,25.9,2.17,0.38,0.23,1.6,17.4,19.1,12.5,30,13,89,1.3,2.4,-0.987688341,-0.156434465,261,1.3,1,58
2022/5/19 23:02,25.9,2.16,0.38,0.23,1.5,16.3,17.8,12.7,23,14,88,1.1,2.39,-0.999390827,0.034899497,272,0.8,0.8,55
2022/5/20 00:00,25.4,2.21,0.35,0.24,1.6,15.4,17.1,10,29,15,90,1,2.45,-0.913545458,-0.406736643,246,1.1,0.7,53
2022/5/20 00:57,25.1,2.24,0.3,0.19,0.9,14.1,15,10.3,35,18,91,1.1,2.43,-0.987688341,-0.156434465,261,1.1,0.7,48
2022/5/20 01:55,24.9,2.28,0.3,0.24,0.7,14.7,15.5,8.4,36,16,91,1.1,2.52,-0.994521895,0.104528463,276,2,1.1,49
2022/5/20 03:07,24.6,2.33,0.33,0.21,1.3,18.9,20.2,3.1,37,23,93,1.1,2.54,-0.998629535,-0.052335956,267,1.7,1.6,51
2022/5/20 04:04,24.9,2.19,0.32,0.17,0.7,15.1,15.9,10.1,43,26,92,1.6,2.36,-0.601815023,0.79863551,323,1.7,0.8,54
2022/5/20 05:02,25.1,2.11,0.27,0.12,0.6,12,12.6,15.4,35,22,90,1.3,2.23,0,1,0,1.5,1.4,59
2022/5/20 06:00,25.5,2.09,0.33,0.1,1.3,10.3,11.7,18,42,18,88,1.5,2.19,0.309016994,0.951056516,18,1.8,1,61
2022/5/20 06:57,26.6,2.1,0.41,0.12,4,12.2,16.2,20.5,38,16,84,1.8,2.22,-0.017452406,0.999847695,359,1.1,1.3,62
2022/5/20 07:55,27.7,2.07,0.47,0.14,3.5,12.6,16.1,36.4,44,24,80,1.4,2.21,-0.999847695,0.017452406,271,2.8,1.6,60
2022/5/20 09:07,28.8,2.03,0.37,0.12,2.9,11.7,14.7,45.2,36,19,75,1.4,2.15,-0.669130606,0.743144825,318,3.3,1.9,60
2022/5/20 10:04,28.9,2.02,0.28,0.12,1.9,9.2,11.2,50,28,16,74,1.1,2.14,-0.438371147,0.898794046,334,2.2,2.2,59
2022/5/20 11:02,30,2.01,0.28,0.11,1.6,9.1,10.7,56,24,9,69,1.1,2.12,-0.615661475,0.788010754,322,3.6,2.4,59
2022/5/20 12:00,30.6,1.98,0.25,0.09,1,7.3,8.3,62.5,27,11,65,1.2,2.07,-0.422618262,0.906307787,335,2.9,2.4,56
2022/5/20 12:57,31.4,1.98,0.24,0.06,1,6.9,7.9,66.4,32,12,61,1.1,2.04,-0.573576436,0.819152044,325,3.1,2.7,52
2022/5/20 13:55,32,1.95,0.21,0.06,1,6.7,7.8,58.6,22,9,55,1.1,2.01,-0.35836795,0.933580426,339,3.5,2.9,48
2022/5/20 15:07,32.3,1.96,0.22,0.07,1,7,8,60.2,23,12,51,1.1,2.03,-0.544639035,0.838670568,327,3,2.9,45
2022/5/20 16:04,30.3,1.97,0.26,0.11,1.3,10.5,11.8,60.5,35,17,69,1.2,2.08,-0.515038075,0.857167301,329,3,2.6,50
2022/5/20 17:02,29.1,1.98,0.31,0.12,1.1,12.1,13.2,52.2,29,15,73,1.3,2.1,-0.544639035,0.838670568,327,2.8,2.5,58
2022/5/20 18:00,28.4,1.99,0.37,0.13,0.7,13.2,14,42.5,29,16,74,1.4,2.12,-0.325568154,0.945518576,341,1.4,1.5,61
2022/5/20 18:57,28.5,2.03,0.54,0.22,0.4,19.4,19.8,28.3,27,15,71,1.8,2.25,-0.656059029,0.75470958,319,1.4,0.8,58
2022/5/20 19:55,28,2.07,0.54,0.26,0.6,23.6,24.3,21.3,31,21,73,1.7,2.33,-0.573576436,0.819152044,325,1.4,1,49
2022/5/20 21:07,26.9,2.08,0.43,0.23,0.4,20.6,21.1,18.8,31,21,79,1.8,2.31,-0.207911691,0.978147601,348,1.3,1.3,51
2022/5/20 22:04,26.6,2.11,0.46,0.22,0.6,21.8,22.5,12.2,28,15,81,1.9,2.33,0.48480962,0.874619707,29,1.1,0.4,53
2022/5/20 23:02,25.6,2.16,0.42,0.26,0.6,22,22.6,9,31,16,85,1.8,2.42,-0.987688341,0.156434465,279,1.6,1.2,53
2022/5/21 00:00,25.1,2.07,0.31,0.14,0.5,16.7,17.3,14.3,27,12,84,1.8,2.21,0.087155743,0.996194698,5,0.4,1.1,54
2022/5/21 00:57,24.5,2.17,0.33,0.19,0.9,16.6,17.5,9.8,31,19,88,1.7,2.36,-0.891006524,-0.4539905,243,2.1,1.3,51
