time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
44570.63,22.4,2.11,0.3,0.05,6.1,15.5,21.6,44.3,49,20,0,62,1.7,2.16,321,330,3.3,2.4,59.0
44570.67,20.9,2.11,0.29,0.04,1.9,9.3,11.2,46.8,37,16,0,67,1.4,2.15,348,336,2.6,2.2,62.0
44570.71,19.6,2.11,0.3,0.05,1.4,9.5,10.9,41.3,33,23,0,72,1.5,2.16,349,350,3.4,2.9,64.0
44570.75,18.7,2.12,0.33,0.07,1.1,10.8,12,34,34,12,0,76,1.6,2.19,6,22,2.8,2.8,64.0
44570.79,18.9,2.15,0.41,0.12,1.4,16.4,17.8,25.7,33,17,0,75,1.4,2.27,15,2,1.6,1.6,59.0
44570.83,18.4,2.17,0.38,0.1,1.3,16.7,18,23.9,31,21,0,76,1.3,2.27,350,358,2.2,1.6,58.0
44570.88,17.9,2.13,0.35,0.08,1.3,14.8,16.2,23.6,34,19,0,78,1.4,2.21,8,22,1.6,1.5,59.0
44570.92,17.8,2.16,0.36,0.09,1.5,14.7,16.2,21.1,32,20,0,79,1.5,2.25,32,79,1.1,1.3,57.0
44570.96,17.1,2.69,0.45,0.21,1.8,15,16.8,8.5,27,24,0,83,1.3,2.9,127,150,0.7,0.7,60.0
44571.0,16.3,2.32,0.49,0.17,3.2,18.2,21.5,2.5,31,22,0,85,1.1,2.49,180,238,1.7,0.8,63.0
44571.04,15.8,2.36,0.42,0.15,2.6,16.2,18.8,2.2,36,25,0,87,1.1,2.51,154,141,1.7,0.9,64.0
44571.08,15.7,2.64,0.39,0.2,1.8,12.5,14.3,4.1,30,24,0,87,1.2,2.84,113,50,0.5,1,66.0
44571.13,15.7,2.48,0.4,0.19,1.7,10.2,11.9,5.3,31,23,0,87,1.3,2.67,259,245,1,0.4,67.0
44571.17,15.1,2.45,0.38,0.18,3.3,12.5,15.8,1.6,29,23,0,89,1.3,2.63,244,269,0.4,0.4,67.0
44571.21,15,2.35,0.4,0.21,5.3,13.1,18.4,2,33,25,0,89,1.2,2.56,132,128,1.2,0.8,68.0
44571.25,14.8,2.78,0.5,0.21,14.1,12.4,26.6,1,36,23,0,89,1.2,2.99,140,253,0.9,0.4,68.0
44571.29,14.7,2.39,0.84,0.29,39.4,13.4,52.9,0.8,42,27,0,90,1.3,2.68,256,248,1.3,0.9,69.0
44571.33,15.8,2.49,0.91,0.32,55.5,19.3,74.8,2.1,53,26,0,87,1.6,2.81,256,238,1,1,71.0
44571.38,18.2,2.4,1.03,0.44,43,32.2,75.2,7.6,46,26,0,78,1.8,2.84,243,263,1.3,0.5,73.0
44571.42,20.1,2.22,0.59,0.23,18.9,27,45.9,18.6,38,21,0,66,1.8,2.45,276,317,1.2,0.8,74.0
44571.46,21.6,2.1,0.34,0.14,6.5,16.7,23.2,32,26,9,0,60,1.6,2.24,333,303,1.7,1,73.0
44571.5,22.4,2.11,0.34,0.13,4.1,13.8,17.9,44.8,24,10,0,56,1.5,2.24,300,315,1.9,1.2,66.0
44571.54,23.2,2.11,0.34,0.1,5,15.5,20.5,51.9,38,21,0,53,1.5,2.21,300,292,1.2,1.4,60.0
44571.58,23.3,2.11,0.32,0.12,3.3,16.2,19.6,50.4,35,19,0,56,1.6,2.23,318,324,3.2,2.3,58.0
44571.63,22.6,2.1,0.31,0.12,2.8,14.1,17,47.6,33,16,0,60,1.6,2.22,335,318,3.1,2.2,57.0
44571.67,21.9,2.1,0.32,0.12,2.4,14.6,17,43,34,18,0,63,1.6,2.22,332,347,2.2,1.8,58.0
44571.71,20.6,2.12,0.41,0.17,1.7,18.4,20.2,31.8,36,11,0,69,1.7,2.29,338,353,1.7,1.7,60.0
44571.75,19.5,2.13,0.48,0.2,1.4,22.3,23.7,23.2,33,13,0,76,1.6,2.33,347,1,1.4,1.3,56.0
44571.79,18.8,2.2,0.46,0.17,1.5,22.6,24.1,21.1,31,15,0,80,1.6,2.37,329,334,2.2,1.5,53.0
44571.83,18.3,2.13,0.37,0.14,1.4,16.9,18.4,23.5,39,19,0,82,1.7,2.27,350,11,1.8,1.8,51.0
44571.88,18.5,2.15,0.41,0.15,1.4,18.3,19.8,17.7,37,20,0,82,1.7,2.3,7,0,2.4,1.7,51.0
44571.92,18.6,2.16,0.4,0.14,1.4,18.7,20.1,17.8,37,26,0,81,1.7,2.3,14,28,2.5,1.5,53.0
44571.96,18.4,2.21,0.37,0.13,1.4,15,16.5,18.3,37,28,0,81,1.4,2.34,7,313,0.9,0.7,58.0
44572.0,18.2,2.23,0.37,0.12,1.3,14.2,15.5,18.2,32,22,0,82,1.4,2.35,20,83,1.1,0.9,64.0
44572.04,17.5,2.49,0.45,0.25,2.1,17.9,20.1,8.1,37,27,0,85,1.6,2.74,279,335,1.3,0.2,66.0
44572.08,17.4,2.19,0.31,0.07,1.7,11.1,12.9,23.6,11,13,0,85,1.6,2.26,345,350,2.1,1.4,68.0
44572.13,17.4,2.12,0.27,0.04,1.2,6.5,7.8,31.1,11,10,0,83,1.4,2.16,9,12,3.4,2.7,64.0
44572.17,17.5,2.13,0.31,0.04,1.4,6.5,7.9,34.3,12,11,0,82,1.5,2.17,11,5,3.4,2.9,58.0
44572.21,17.2,2.14,0.33,0.04,1.3,6.5,7.9,36.6,10,6,0,80,1.6,2.18,358,358,3.5,2.8,53.0
44572.25,16.7,2.14,0.37,0.06,1.4,7.5,8.9,33.6,11,5,0,81,1.5,2.2,4,349,3.1,2.8,44.0
44572.29,16.6,2.16,0.51,0.09,2.1,12.1,14.2,27.2,9,4,0,79,1.5,2.25,4,3,4,3.2,40.0
44572.33,16.8,2.16,0.53,0.12,3.3,13.1,16.5,25.1,10,9,0,76,1.7,2.28,3,4,3.9,3.4,36.0
44572.38,16.9,2.17,0.5,0.14,4.5,11.4,16,24,15,6,0,71,1.6,2.31,8,11,3.8,3.4,34.0
44572.42,16.7,2.18,0.54,0.15,5.7,11.1,16.9,21.3,20,5,0,68,1.6,2.33,358,353,4.5,4,32.0
44572.46,16.6,2.19,0.57,0.17,6.4,12.2,18.6,23.1,25,5,0,65,1.6,2.36,4,0,4.4,3.6,29.0
44572.5,17.1,2.19,0.57,0.15,5.4,11.6,17.1,29.2,26,12,0,60,1.6,2.34,344,339,3.7,3,27.0
44572.54,17.2,2.19,0.59,0.14,4.2,11.7,15.9,31.2,21,10,0,58,1.5,2.33,350,347,3.4,3,27.0
44572.58,17.5,2.2,0.62,0.17,4.5,13.9,18.5,28.8,25,13,0,56,1.7,2.37,8,9,2.5,2.2,26.0
44572.63,17,2.21,0.63,0.18,4,15.4,19.5,28.6,33,22,0,57,1.7,2.39,350,359,3,2.6,29.0
44572.67,16.3,2.22,0.62,0.18,3.3,16.1,19.4,29.1,35,26,0,59,1.7,2.4,357,7,2.9,2.7,38.0
44572.71,15.7,2.25,0.7,0.22,2.1,20.8,23,23.6,38,26,0,60,1.8,2.47,0,7,3.8,2.4,45.0
44572.75,14.4,2.26,0.7,0.19,1.8,20.1,21.9,25,44,34,0,64,1.9,2.45,359,9,2.5,2.2,54.0
44572.79,13.9,2.29,0.65,0.16,1.7,17.6,19.4,25.8,46,38,0,66,1.6,2.45,348,353,2.2,1.8,64.0
44572.83,13.9,2.3,0.64,0.16,1.5,16.6,18.1,24.6,50,38,0,66,1.5,2.46,357,350,1.9,1.5,72.0
44572.88,13.9,2.29,0.63,0.16,1.6,16.3,18,23.1,42,32,0,66,1.7,2.45,8,348,0.9,1,79.0
44572.92,13.8,2.31,0.62,0.16,1.5,15.1,16.7,22.1,41,32,0,66,1.6,2.47,3,311,1.9,0.9,83.0
44572.96,13.8,2.32,0.57,0.14,1.4,14.2,15.7,23.1,42,35,0,66,1.6,2.46,336,347,1.1,1.3,85.0
44573.0,14.1,2.35,0.56,0.13,1.5,12.8,14.3,22.3,39,33,0,66,1.4,2.48,307,330,0.6,0.9,87.0
44573.04,14.2,2.35,0.52,0.13,1.8,10.9,12.8,23.6,37,36,0,66,1.3,2.48,277,245,1.7,1,88.0
44573.08,13.9,2.26,0.47,0.11,1.7,10.7,12.4,24.5,36,32,0,67,1.5,2.37,244,241,1.5,1.8,92.0
44573.13,13.8,2.26,0.45,0.1,1.6,10.9,12.6,24.5,34,25,0,67,1.7,2.36,251,268,1,0.8,94.0
44573.17,13.8,2.27,0.47,0.11,1.6,11.7,13.3,21.8,35,29,0,67,1.7,2.38,263,262,1.4,1.2,91.0
44573.21,13.7,2.27,0.44,0.11,1.7,12.6,14.4,20.9,35,27,0,68,1.7,2.38,255,255,1.7,1.3,90.0
44573.25,13.7,2.24,0.43,0.12,2,15.9,18,16.6,36,21,0,68,1.7,2.36,272,259,0.9,1.4,88.0
44573.29,13.9,2.25,0.64,0.2,4.7,23.7,28.4,9.1,46,28,0,68,1.9,2.45,260,259,1.7,1.3,83.0
44573.33,14,2.27,0.65,0.22,27.9,30,58,6.8,54,31,0,68,2.2,2.49,275,289,1.3,1.3,83.0
44573.38,14.3,2.28,0.65,0.25,40.9,29.4,70.3,7.9,67,47,0,67,2.8,2.53,266,262,1.2,1.2,83.0
44573.42,14.6,2.33,0.66,0.34,35,34,69,#,76,#,0,67,2.8,2.67,282,279,1.2,0.8,90.0
44573.46,15.3,2.37,0.81,0.39,24.4,35.1,59.6,#,#,48,0,64,2.3,2.76,314,355,1.9,1.2,95.0
44573.5,15.9,2.33,0.76,0.41,15.8,33.4,49.2,#,#,46,0,62,2.2,2.74,351,323,1.8,1,105.0
44573.54,16.3,2.28,0.6,0.29,8.7,26.3,35,19.8,60,40,0,61,1.9,2.57,340,358,0.9,0.9,113.0
44573.58,17.1,2.26,0.58,0.25,5.6,24,29.7,26,51,35,0,58,1.9,2.51,23,309,0.9,0.4,111.0
44573.63,17.6,2.24,0.59,0.24,14.1,28.5,42.7,27,64,41,0,55,2,2.48,292,174,0.8,0.2,108.0
44573.67,18.1,2.21,0.63,0.31,6.7,29.2,35.9,26.9,62,41,0,54,1.9,2.52,227,236,0.9,0.5,108.0
44573.71,17.8,2.25,0.72,0.44,3.4,38.5,41.9,13.6,67,38,0,57,2.2,2.69,308,339,1.9,0.7,107.0
44573.75,16.6,2.15,0.51,0.25,2.3,29,31.3,8.6,32,17,0,65,1.9,2.4,359,5,1.8,1.5,108.0
44573.79,16.1,2.25,0.58,0.27,2.6,32.2,34.9,4.7,30,16,0,67,1.9,2.52,337,354,0.5,0.7,102.0
44573.83,15.7,2.35,0.77,0.43,5.8,34.3,40.1,1.6,29,20,0,70,2,2.78,319,125,1.3,0.3,92.0
44573.88,14.8,2.39,1.11,0.85,29,31.7,60.8,0.2,63,39,0,78,2.3,3.24,136,137,1.5,1.4,84.0
44573.92,14.3,2.33,0.73,0.49,16.3,28.4,44.7,0.4,50,30,0,82,2,2.82,176,135,1.2,0.4,84.0
44573.96,13.8,2.34,0.64,0.44,17,27.1,44.2,0.3,44,24,0,83,1.9,2.78,252,203,0.6,1,87.0
44574.0,13.6,2.37,0.57,0.39,15.3,27.8,43.1,0,38,25,0,84,1.9,2.76,263,280,1.3,0.8,87.0
44574.04,13.6,2.48,0.59,0.49,16,23.2,39.3,0.1,48,29,0,85,1.5,2.97,273,267,0.4,0.3,87.0
44574.08,14.1,2.54,0.64,0.53,14.8,21.6,36.5,0.5,48,34,0,84,1.6,3.07,267,273,2.1,0.3,82.0
44574.13,13.8,2.48,0.59,0.42,14.7,20.1,34.8,0,42,31,0,85,1.5,2.9,250,134,1.1,0.7,84.0
44574.17,14.2,2.6,0.65,0.5,16.5,19.9,36.4,0.3,46,32,0,84,1.6,3.1,146,141,0.5,0.7,85.0
44574.21,14,2.58,0.66,0.43,18.3,17.3,35.7,0.2,46,32,0,85,1.4,3.01,252,158,0.5,0.7,86.0
44574.25,14,2.58,0.73,0.45,22.5,16.7,39.2,0.2,50,32,0,86,1.4,3.03,248,245,1.3,0.8,86.0
44574.29,14.3,2.55,0.94,0.52,36.1,18.8,54.9,0.8,57,31,0,85,1.5,3.07,248,251,1.7,1.2,87.0
44574.33,15.2,2.4,0.79,0.37,41.8,24.8,66.7,5.4,56,36,0,80,2,2.77,271,11,1.6,0.9,89.0
44574.38,17.3,2.11,0.34,0.12,6.5,13.4,19.9,26,25,13,0,66,1.8,2.23,12,11,3.3,2.6,92.0
44574.42,18.4,2.11,0.3,0.07,3.3,8.6,11.9,38.1,30,13,0,59,1.4,2.18,356,356,3.1,2.7,83.0
44574.46,19.3,2.12,0.3,0.06,2.6,7.4,10,43.9,35,18,0,54,1.4,2.18,351,2,2.6,2.7,75.0
44574.5,20.4,2.14,0.34,0.1,2.6,8.3,10.9,46.1,30,10,0,50,1.4,2.24,328,327,3.3,2.2,71.0
44574.54,19.7,2.13,0.33,0.09,3.7,10.2,14,42.5,39,22,0,54,1.3,2.22,340,3,3.6,2.8,61.0
44574.58,19,2.12,0.31,0.08,3.1,9.2,12.3,42.6,39,17,0,53,1.3,2.2,347,350,3.8,3.1,63.0
44574.63,17.7,2.12,0.33,0.11,3.1,11.1,14.2,39.1,50,18,0,57,1.4,2.23,356,351,4.3,3.8,63.0
44574.67,16.6,2.16,0.4,0.12,2.5,12.8,15.3,40.1,51,30,0,55,1.5,2.28,356,354,3.8,3.6,61.0
44574.71,15.5,2.19,0.52,0.14,1.7,15.4,17.1,36.1,54,31,0,57,1.5,2.33,5,11,3.5,2.9,67.0
44574.75,14.9,2.21,0.59,0.18,1.6,19.4,21.1,30.7,51,32,0,59,1.3,2.39,5,1,2.2,2.3,70.0
44574.79,14.3,2.21,0.54,0.16,1.4,17.3,18.8,31.9,47,39,0,62,1.4,2.37,6,3,2.8,2.4,75.0
44574.83,14.1,2.21,0.54,0.16,1.5,15.2,16.7,30.5,40,30,0,63,1.3,2.37,19,41,2,1.6,82.0
44574.88,14,2.22,0.53,0.15,1.7,13.9,15.7,29.1,37,28,0,63,1.2,2.37,33,33,0.9,1.2,81.0
44574.92,14,2.25,0.54,0.15,1.4,14.7,16.1,27.2,38,23,0,62,1.1,2.4,56,348,0.8,0.7,82.0
44574.96,13,2.42,0.65,0.33,1.8,17.7,19.5,11,48,40,0,74,1.4,2.75,164,243,1.4,0.7,80.0
44575.0,12.5,2.34,0.5,0.31,1.6,16,17.7,15.8,39,27,0,76,1.6,2.65,204,137,1.3,0.2,83.0
44575.04,12.4,2.39,0.46,0.28,2,11.1,13.1,17.1,43,31,0,76,1.9,2.67,278,58,1,0.2,84.0
44575.08,12.5,2.28,0.42,0.12,1.6,7.9,9.5,30.2,44,33,0,71,1.6,2.4,14,251,1,0.7,85.0
44575.13,11.9,2.36,0.45,0.19,1.8,9,10.8,16.3,44,31,0,80,1.6,2.55,237,141,1.3,0,90.0
44575.17,11.4,2.4,0.45,0.25,2,10.8,12.8,7.8,42,34,0,83,1.6,2.65,232,165,0.6,0.4,89.0
44575.21,11.2,2.4,0.46,0.25,3.1,11.7,14.8,5.3,33,29,0,83,1.5,2.65,223,145,1,0.5,91.0
44575.25,10.9,2.42,0.56,0.28,10.7,15.6,26.3,2,47,33,0,84,1.8,2.7,220,145,1.3,0.7,90.0
44575.29,11.2,2.39,0.8,0.34,20.9,17.6,38.5,3.2,49,36,0,83,2,2.73,161,118,1.3,0.6,91.0
44575.33,12.4,2.36,0.76,0.33,21.3,20.9,42.3,6.5,53,44,0,79,2.5,2.69,251,281,0.9,0.6,92.0
44575.38,14.2,2.39,0.9,0.38,20.5,25.2,45.8,12,62,45,0,70,2.3,2.77,235,240,0.7,0.3,96.0
44575.42,16.7,2.28,0.75,0.28,13.1,24.7,37.9,23.3,58,37,0,55,2.2,2.56,295,302,1.3,0.6,104.0
44575.46,18.7,2.2,0.53,0.18,6.8,17.5,24.4,36.9,47,30,0,47,2.3,2.38,305,331,1.4,0.8,107.0
44575.5,19.8,2.16,0.45,0.16,4,13.4,17.5,50.6,37,24,0,43,1.9,2.32,311,351,0.9,1,104.0
44575.54,20.9,2.15,0.42,0.13,2.6,11.2,13.9,60.2,37,25,0,40,1.8,2.28,352,313,1.4,0.9,96.0
44575.58,21.7,2.15,0.42,0.13,2.3,11.8,14.2,65.1,44,27,0,39,2.1,2.28,308,24,0.9,0.6,90.0
44575.63,21.6,2.14,0.42,0.19,3.1,17.1,20.2,52,51,20,0,42,2.3,2.33,283,258,2.2,1.3,86.0
44575.67,20.8,2.13,0.43,0.24,3.4,24.2,27.6,38.9,60,25,0,48,2.5,2.37,270,292,3.4,2.9,82.0
44575.71,18.4,2.14,0.41,0.17,2.6,23.2,25.8,29.5,50,17,0,59,2.2,2.31,322,351,1.7,1.7,81.0
44575.75,17,2.12,0.39,0.14,1.8,19.8,21.6,28,43,18,0,67,2.1,2.26,357,10,2.2,2.1,77.0
44575.79,16.7,2.18,0.48,0.17,2,19.8,21.9,20.7,41,17,0,70,2.1,2.35,357,281,1.4,0.9,73.0
44575.83,16.4,2.21,0.65,0.44,2.8,30.2,33.1,9.9,46,23,0,71,2.5,2.65,255,266,1,1,70.0
44575.88,16.6,2.28,0.76,0.48,6.4,34,40.4,3.6,52,21,0,71,2.9,2.76,120,104,1,0.6,67.0
44575.92,16.4,2.35,0.66,0.42,4.7,32.6,37.4,2.9,48,20,0,73,2.3,2.77,168,262,1.2,0.3,66.0
44575.96,16.2,2.29,0.6,0.39,5.2,33,38.3,1.3,52,17,0,75,2.4,2.68,228,243,0.7,0.7,65.0
44576.0,16,2.3,0.55,0.3,7,30.6,37.7,0.8,44,24,0,77,2.4,2.6,250,253,0.7,0.9,64.0
44576.04,15.8,2.36,0.49,0.24,2.4,24.6,27.1,1.2,45,16,0,80,1.6,2.6,159,152,0.8,0.4,64.0
44576.08,15.6,2.37,0.44,0.22,2.1,21.7,23.9,3.1,38,22,0,81,1.5,2.59,156,243,0.7,0.6,62.0
44576.13,15.5,2.34,0.43,0.21,1.3,19.4,20.8,4.2,41,20,0,81,1.4,2.55,261,263,0.9,0.4,62.0
44576.17,15.6,2.4,0.45,0.26,1.6,20.3,21.9,2,44,17,0,81,1.4,2.66,216,128,1.2,0.2,63.0
44576.21,15.6,2.43,0.49,0.3,6.7,21.4,28.1,0.3,42,20,0,82,1.4,2.73,261,157,0.5,0.6,60.0
44576.25,15.8,2.51,0.6,0.36,13.7,21.5,35.3,0.3,45,23,0,82,1.4,2.87,233,251,1.4,0.6,61.0
44576.29,15.3,2.45,0.66,0.35,22.1,19.8,41.9,1.6,54,25,0,84,1.6,2.8,255,259,1.2,1.3,62.0
44576.33,16.4,2.43,0.74,0.39,29.6,23.9,53.5,4,57,32,0,80,2.2,2.82,140,118,0.7,0.6,64.0
44576.38,18,2.39,0.77,0.34,21.9,28.2,50.1,12.2,60,34,0,71,2.6,2.73,299,18,1.4,0.3,70.0
44576.42,20.5,2.25,0.58,0.2,10,23.9,34,28.2,60,33,0,57,2.7,2.45,349,338,2.2,1.1,76.0
44576.46,21.9,2.15,0.41,0.11,4.4,14.6,19,47.7,40,20,0,50,2,2.26,327,347,2,1.8,80.0
44576.5,22.8,2.15,0.37,0.07,1.7,8.4,10.1,55.6,26,16,0,48,1.5,2.22,322,322,3,2.6,79.0
44576.54,22.6,2.13,0.34,0.06,1.9,8.3,10.3,54.5,32,19,0,51,1.5,2.19,346,353,2.4,2.2,73.0
44576.58,23.3,2.14,0.37,0.08,6.4,16.6,23,48.4,43,19,0,50,1.6,2.22,313,348,2.9,2.3,69.0
44576.63,21.6,2.11,0.3,0.07,2.9,11.3,14.3,53.4,41,17,0,61,1.6,2.18,342,331,2.8,2.7,64.0
44576.67,20.8,2.13,0.35,0.1,4.6,16.4,21,43,42,23,0,64,1.6,2.23,339,351,2,1.8,63.0
44576.71,19.9,2.17,0.4,0.11,1,13.6,14.6,40.9,35,20,0,68,1.7,2.28,343,321,1.8,1.5,66.0
44576.75,19.3,2.24,0.64,0.25,1.2,24.7,25.9,23.8,42,23,0,71,1.8,2.49,276,249,1.4,0.8,66.0
44576.79,18.5,2.25,0.71,0.32,2.3,36.5,38.8,10.3,54,34,0,75,2,2.57,256,255,1,0.9,67.0
44576.83,18.2,2.33,0.74,0.34,3.2,32.9,36.2,9.8,55,30,0,77,1.9,2.67,339,32,1,0.7,73.0
44576.88,17.5,2.34,0.68,0.28,3.7,31.9,35.7,7.2,72,52,0,80,2.2,2.62,221,145,0.9,0.3,75.0
44576.92,16.9,2.26,0.64,0.24,4.4,29.5,34,3,50,29,0,83,1.8,2.5,146,262,0.5,0.8,87.0
44576.96,16.8,2.42,0.68,0.33,3.5,27.4,30.9,2.4,48,35,0,84,1.4,2.75,125,137,1.3,0.7,88.0
44577.0,16.6,2.45,0.68,0.54,3.4,22,25.5,1.8,47,31,0,84,1.5,2.99,134,273,1.3,0.4,90.0
44577.04,15.7,2.54,0.62,0.34,6.6,23.9,30.5,0,48,32,0,87,1.5,2.88,258,110,0.8,0.8,92.0
44577.08,16,2.55,0.66,0.43,5.4,23,28.4,0.9,42,33,0,86,1.5,2.98,119,116,1.3,1.2,87.0
44577.13,16.2,2.71,0.61,0.35,2.7,20.7,23.5,1.1,40,29,0,85,1.4,3.06,160,248,1.7,0.5,90.0
44577.17,15.3,2.53,0.55,0.26,5.5,17.1,22.6,0.2,42,30,0,88,1.5,2.79,231,129,0.8,0.7,89.0
44577.21,15.5,2.57,0.52,0.24,3.9,15.6,19.6,1.1,37,30,0,87,1.5,2.81,305,117,0.4,0.6,90.0
44577.25,16,2.65,0.66,0.36,8.6,18.7,27.3,0.7,41,30,0,86,1.6,3.01,110,131,1,0.6,90.0
44577.29,16.2,2.48,0.77,0.48,13.6,17.8,31.4,2.7,36,23,0,84,1.7,2.96,155,241,1.2,0.6,90.0
44577.33,16.4,2.6,0.76,0.36,20.4,18.4,38.9,5.5,56,41,0,85,1.8,2.96,255,256,1.3,1.3,87.0
44577.38,18.6,2.42,0.73,0.3,22,26.1,48.2,14.9,63,45,0,76,2.4,2.72,263,287,0.8,0.5,91.0
44577.42,21.3,2.4,0.78,0.3,25.1,33.5,58.6,25,64,46,0,62,2.4,2.7,299,310,1.7,0.9,95.0
44577.46,22.8,2.16,0.41,0.1,4.3,11.3,15.6,46.5,35,22,0,55,2.5,2.26,341,337,2.8,1.9,103.0
44577.5,23.4,2.16,0.36,0.06,1.4,6.7,8.2,59,34,19,0,54,2.1,2.22,355,338,3,2.2,101.0
44577.54,24.3,2.15,0.37,0.05,6,11.9,18,59.6,32,16,0,49,1.9,2.2,318,294,3.2,2.5,92.0
44577.58,25.2,2.13,0.35,0.05,4.5,12.4,17,58.5,31,18,0,43,1.9,2.18,327,314,2.6,2.1,82.0
44577.63,25.3,2.12,0.35,0.06,6.5,13.9,20.4,52.4,39,21,0,44,1.7,2.18,326,338,2.9,2,72.0
44577.67,23.1,2.16,0.41,0.08,1.3,12.3,13.6,45.7,50,28,0,65,1.8,2.24,331,353,2.8,2.2,70.0
44577.71,21.3,2.2,0.46,0.1,0.9,12.4,13.4,39.9,46,27,0,74,1.8,2.3,341,340,1.1,1.4,73.0
44577.75,20.6,2.24,0.58,0.16,1,17.9,19,28,53,30,0,77,1.9,2.4,304,307,2.4,1.6,76.0
44577.79,19.9,2.25,0.51,0.13,1.1,16,17.1,26.1,45,27,0,81,1.8,2.38,346,347,1.7,1.2,80.0
44577.83,19.5,2.25,0.49,0.13,0.8,15.9,16.8,21.6,42,25,0,82,1.8,2.38,349,346,1.8,1.4,82.0
44577.88,19.2,2.24,0.49,0.11,0.8,15.1,16,20.6,40,29,0,82,1.9,2.35,4,346,1.7,1.5,80.0
44577.92,18.8,2.24,0.49,0.1,1,14.7,15.7,21,39,25,0,82,1.9,2.34,5,8,1.8,1.8,79.0
44577.96,18.8,2.28,0.49,0.11,0.9,14.3,15.3,21.6,35,27,0,82,2,2.39,345,353,1.7,1.3,75.0
44578.0,18.7,2.25,0.45,0.08,0.8,11.8,12.7,25.4,26,22,0,82,1.9,2.33,349,357,1.8,1.4,75.0
44578.04,18.5,2.26,0.42,0.08,1.1,10.7,11.9,25.9,30,23,0,81,1.8,2.34,355,349,1.5,1.3,75.0
44578.08,18.3,2.29,0.41,0.07,1.1,9.9,11.1,27.1,32,17,0,82,1.7,2.36,340,14,1.9,1.2,74.0
44578.13,18,2.26,0.39,0.07,0.9,8.1,9,29.2,21,15,0,83,1.6,2.33,351,3,2.1,1.6,71.0
44578.17,18,2.26,0.39,0.07,1,8.9,9.9,26.6,27,16,0,83,1.6,2.33,1,9,1.9,1.5,67.0
44578.21,18,2.3,0.4,0.08,1,10.2,11.2,24.5,22,19,0,82,1.7,2.38,356,348,1.5,1.2,64.0
44578.25,17.9,2.25,0.41,0.07,1.1,11.1,12.3,23.5,16,14,0,83,1.7,2.32,0,343,1.6,1.6,62.0
44578.29,18.1,2.24,0.56,0.12,2.3,16.9,19.2,17.4,22,12,0,82,1.7,2.36,6,11,2.3,1.7,59.0
44578.33,19,2.27,0.66,0.16,#,#,#,16.5,26,13,0,79,1.8,2.43,354,349,2,1.4,56.0
44578.38,19.5,2.23,0.53,0.15,6.9,18.5,25.5,20.1,21,18,0,78,1.7,2.38,332,328,2.4,1.9,54.0
44578.42,19.8,2.21,0.52,0.17,10.4,18.6,29,22.1,30,16,0,77,1.6,2.38,336,333,2.1,1.9,53.0
44578.46,20.6,2.21,0.53,0.16,5.9,17.1,23.1,26.6,28,15,0,74,1.5,2.37,348,344,1.7,1.8,53.0
44578.5,21.6,2.22,0.53,0.18,4.4,17.1,21.5,29.1,23,14,0,68,1.5,2.4,323,343,2.2,1.5,52.0
44578.54,21.8,2.19,0.49,0.15,9.6,20.9,30.6,31.3,33,20,0,68,1.6,2.34,333,0,3.6,2.6,52.0
44578.58,20.5,2.18,0.45,0.17,3.4,15.5,18.9,31.3,32,18,0,73,1.4,2.35,345,359,2.8,2.7,52.0
44578.63,20.5,2.2,0.5,0.23,4.5,21.7,26.2,26.5,33,18,0,73,1.6,2.43,352,356,2.1,2.2,53.0
44578.67,20,2.19,0.51,0.21,3.3,23.2,26.6,21.4,23,16,0,77,1.5,2.4,353,0,2.3,2.1,54.0
44578.71,19.4,2.2,0.58,0.24,2.1,25.5,27.6,14.4,23,15,0,82,1.4,2.44,351,7,2.9,1.9,55.0
44578.75,18.8,2.18,0.6,0.23,2,27.4,29.5,9.2,18,11,0,85,1.3,2.41,351,351,1.4,1.7,53.0
44578.79,18.2,2.22,0.52,0.21,1.8,26,27.8,9.5,15,8,0.5,87,1.3,2.43,342,319,1.7,1.4,49.0
44578.83,17.7,2.17,0.41,0.17,1.6,19.3,21,15.8,18,8,0,88,1.2,2.34,311,8,1.5,1.4,45.0
44578.88,17.4,2.18,0.36,0.12,1.1,15.3,16.4,19.1,12,12,0,88,1.2,2.3,352,16,2.2,1.5,41.0
44578.92,17.3,2.15,0.35,0.12,1.1,15.6,16.7,18.1,10,11,0,87,1.2,2.27,12,6,3,1.7,39.0
44578.96,17.3,2.15,0.3,0.09,0.9,13.1,14.1,21.1,10,10,0,86,1.2,2.24,4,3,2.7,2,38.0
44579.0,17.2,2.2,0.29,0.08,0.9,11.7,12.7,21.2,12,10,0,86,1.2,2.28,354,344,1.8,1.4,38.0
44579.04,17.1,2.16,0.26,0.07,0.7,10.9,11.7,22.3,10,9,0,86,1.6,2.23,332,324,1.3,1.3,39.0
44579.08,17,2.21,0.25,0.05,0.7,9.7,10.5,21.6,9,8,0.5,86,1.6,2.26,310,287,1.1,1,36.0
44579.13,16.9,2.2,0.26,0.08,0.8,10.5,11.3,19.1,19,12,0.5,88,1.5,2.28,253,241,0.5,0.6,33.0
