time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
44604.29,17.8,2.15,0.51,0.19,6.1,14.6,20.7,10.1,22,14,0,84,1.8,2.34,88,88,1.5,0.5,48.0
44604.33,18.9,2.14,0.48,0.13,6.8,13.1,19.9,14.8,19,11,0,78,1.8,2.27,60,68,1.3,0.7,47.0
44604.38,20.3,2.1,0.46,0.11,6.6,12.8,19.5,21.4,28,12,0,72,1.7,2.21,47,326,2,0.4,43.0
44604.42,21.3,2.11,0.4,0.09,4.4,11.8,16.2,31.3,29,19,0,71,1.9,2.2,327,324,2.4,1.4,43.0
44604.46,22.3,2.11,0.39,0.09,3.4,12.1,15.6,38.7,27,17,0,69,1.8,2.2,332,321,2.8,2.1,49.0
44604.5,22.5,2.09,0.36,0.06,2.4,10.5,13,44.3,30,15,0,68,1.6,2.15,323,337,2.9,2.7,49.0
44604.54,22.4,2.07,0.33,0.05,2.1,9.4,11.5,46.3,34,21,0,69,1.7,2.12,328,335,3,2.8,50.0
44604.58,21.9,2.07,0.31,0.04,2.2,9.4,11.7,46.1,37,18,0,70,1.7,2.11,337,3,4.1,2.7,54.0
44604.63,20.8,2.07,0.31,0.04,2.1,9.8,11.9,43.5,34,14,0,74,1.6,2.11,341,326,3,2.5,53.0
44604.67,20.8,2.07,0.36,0.06,2.1,12.3,14.4,39.6,22,14,0,73,1.8,2.13,354,344,1.6,1.8,52.0
44604.71,20.7,2.12,0.46,0.1,1.2,16.6,17.8,32.4,26,11,0,74,1.9,2.22,332,326,1.8,1.6,51.0
44604.75,19.8,2.1,0.5,0.13,0.7,20.2,20.9,23.9,26,12,0,78,2,2.23,356,356,1.8,1.6,46.0
44604.79,19.3,2.12,0.56,0.13,0.7,21.4,22.2,18.7,26,15,0,80,2.2,2.25,353,347,1.2,1.2,44.0
44604.83,19.1,2.15,0.56,0.12,0.7,21.7,22.4,15.8,22,14,0,81,2.3,2.27,347,6,1.6,1.3,45.0
44604.88,18.8,2.2,0.53,0.11,0.6,19.8,20.4,14.7,23,12,0,82,2.5,2.31,338,355,0.8,0.7,45.0
44604.92,18.8,2.3,0.54,0.14,0.7,20.9,21.7,10.6,24,13,0,82,2.1,2.44,315,324,1.1,0.8,46.0
44604.96,18.6,2.16,0.47,0.11,0.6,18.5,19.2,12.4,21,12,0,82,1.9,2.27,3,11,2,1.4,45.0
44605.0,18.6,2.15,0.38,0.11,0.6,14.4,15.1,14.6,16,10,0,82,2,2.26,36,73,0.7,0.8,44.0
44605.04,18.2,2.37,0.56,0.22,2.8,19.3,22.1,3.5,23,17,0,85,1.5,2.59,243,246,1.4,0.8,41.0
44605.08,17.9,2.24,0.43,0.11,2.1,16.4,18.5,9.4,22,16,0,86,1.4,2.35,250,23,0.5,0.8,43.0
44605.13,18.3,2.25,0.42,0.14,1.7,14.1,15.8,10.3,25,15,0,84,1.3,2.39,108,108,0.8,0.7,44.0
44605.17,17.8,2.35,0.4,0.16,1.9,14.7,16.6,8.2,18,11,0,86,1.3,2.51,291,1,1.6,0.7,45.0
44605.21,17.7,2.22,0.32,0.1,1.6,12,13.6,12.7,18,18,0,84,1.3,2.32,11,1,2,1.2,45.0
44605.25,17.6,2.15,0.3,0.07,1.7,10.1,11.8,17.4,18,10,0,85,1.8,2.22,27,84,1.4,1,46.0
44605.29,18,2.16,0.37,0.09,3.9,12.6,16.5,14.6,26,13,0,83,2.4,2.25,294,61,0.6,0.4,44.0
44605.33,18.8,2.18,0.42,0.11,5.3,13,18.3,16.5,22,20,0,81,1.9,2.29,209,256,1.1,0.2,43.0
44605.38,19.8,2.18,0.47,0.13,6.1,13.2,19.3,19.7,22,18,0,77,1.9,2.31,267,247,1.3,0.9,47.0
44605.42,21.9,2.13,0.41,0.09,5.8,12.3,18.1,31,27,14,0,66,1.9,2.22,268,275,1.4,1.5,48.0
44605.46,24,2.1,0.35,0.08,3.5,10.4,13.9,46.7,32,18,0,60,1.6,2.18,281,287,2,1.4,50.0
44605.5,23.7,2.11,0.39,0.07,2.8,11.3,14.1,51.9,45,21,0,63,1.5,2.18,307,318,1.8,1.6,53.0
44605.54,24,2.11,0.4,0.07,2.4,11.5,13.9,56.6,41,22,0,62,1.6,2.18,305,315,2.6,1.8,54.0
44605.58,21.9,2.07,0.33,0.05,2.3,11.7,14,43.3,43,19,0,71,1.6,2.12,349,12,2.8,2.4,56.0
44605.63,20.9,2.08,0.37,0.06,2.1,11.5,13.6,39.6,42,22,0,76,1.6,2.14,349,335,2.5,1.8,58.0
44605.67,20.1,2.08,0.34,0.05,1.9,10.6,12.6,36.7,46,24,0,78,1.5,2.13,348,336,2.4,1.9,60.0
44605.71,19.5,2.09,0.39,0.06,1.7,12.6,14.4,31.7,43,22,0,81,1.5,2.15,0,0,2.1,2.1,62.0
44605.75,19,2.12,0.43,0.08,1.7,15.3,17,26,35,21,0.5,83,1.7,2.2,351,3,1.9,1.8,62.0
44605.79,18.6,2.17,0.43,0.09,1.7,16,17.7,22.2,29,21,1,87,1.5,2.26,337,338,1.6,1,64.0
44605.83,18,2.11,0.39,0.07,1.5,14.4,15.9,22.9,21,18,1.5,88,1.4,2.18,5,354,1.8,1.8,65.0
44605.88,17.4,2.11,0.36,0.05,1.4,12.6,14.1,26.6,15,6,5.5,90,1.4,2.16,358,1,3.2,2.3,63.0
44605.92,16.8,2.13,0.35,0.05,1.8,9.8,11.6,30.6,13,8,3,91,1.2,2.18,350,355,2.9,2.2,56.0
44605.96,16.4,2.12,0.34,0.05,1.6,8.9,10.6,33.5,8,5,1.5,90,1.2,2.17,355,5,2.9,2.5,52.0
44606.0,16.4,2.14,0.33,0.05,1.5,8.3,9.9,34.1,8,2,1.5,89,1,2.19,7,345,1.7,2.1,43.0
44606.04,16.3,2.14,0.33,0.05,1.3,7.9,9.2,33.3,6,3,1.5,88,1.3,2.19,347,340,2.4,1.6,34.0
44606.08,15.9,2.13,0.33,0.04,1.1,7.3,8.5,33.3,4,4,1,89,1.4,2.17,11,45,1.5,1.8,30.0
44606.13,16.1,2.17,0.32,0.06,1.1,7.2,8.3,31.1,4,2,1,89,1.4,2.23,335,272,1.3,0.7,27.0
44606.17,15.9,2.17,0.33,0.06,1.2,7.7,8.9,29.5,2,0,0.5,90,1.2,2.23,326,5,2.5,1.3,28.0
44606.21,15.7,2.12,0.32,0.05,1.2,7.5,8.7,31.9,3,3,0.5,89,1.3,2.17,16,248,1,0.7,29.0
44606.25,15.7,2.15,0.36,0.08,1.3,11.3,12.6,25.7,6,6,0.5,90,1.4,2.23,280,326,0.7,0.9,30.0
44606.29,15.8,2.15,0.5,0.11,2.4,18.6,21.1,22.5,10,7,0,89,1.4,2.26,344,10,2.4,2,29.0
44606.33,15.8,2.08,0.44,0.09,2.5,16.7,19.2,30.4,8,9,0,86,1.6,2.17,6,8,4.2,3.1,30.0
44606.38,15.8,2.07,0.38,0.09,2.4,16,18.5,33.2,10,7,0,85,1.5,2.16,4,6,2.7,3,27.0
44606.42,15.8,2.09,0.43,0.13,2.8,18.7,21.6,30.3,8,5,0,84,1.3,2.22,13,56,1.6,2,27.0
44606.46,15.8,2.11,0.46,0.21,3.6,21.3,25,27.2,9,5,0.5,84,1.3,2.32,345,356,2.8,1.9,30.0
44606.5,15.7,2.08,0.39,0.12,3,14.9,17.9,33.7,9,4,0.5,83,1.4,2.2,2,12,2.9,2.3,35.0
44606.54,17.1,2.07,0.36,0.08,3.4,11.8,15.3,38.1,9,6,0,79,1.3,2.15,4,343,2.6,2.3,27.0
44606.58,18,2.07,0.37,0.09,3.4,11.4,14.8,38.2,17,6,0,76,1.5,2.16,3,3,3.2,2.2,28.0
44606.63,18.1,2.07,0.39,0.12,3.7,13.2,16.9,36.1,18,8,0,74,1.6,2.19,5,12,3.2,2.6,29.0
44606.67,18.5,2.07,0.4,0.12,2.9,12.3,15.2,35.6,17,9,0,71,1.5,2.19,349,342,2,2,31.0
44606.71,17.4,2.09,0.49,0.16,2.2,16.5,18.8,28.5,23,10,0,73,1.5,2.25,343,353,2.8,2,31.0
44606.75,16.4,2.1,0.55,0.16,1.6,20.5,22.2,22.6,20,11,0,77,1.7,2.26,353,3,2.5,2,31.0
44606.79,16,2.14,0.56,0.18,1.6,20.8,22.4,19.1,19,16,0,78,1.5,2.32,357,10,1.2,1.2,33.0
44606.83,15.5,2.17,0.56,0.18,1.6,20.5,22.2,17.6,20,13,0,80,1.7,2.35,326,300,1.5,1,33.0
44606.88,15.1,2.15,0.53,0.21,1.9,20.2,22.2,17.9,29,16,0,81,1.7,2.36,323,344,1.3,1.3,34.0
44606.92,15.4,2.15,0.55,0.2,1.4,18.7,20.1,15.8,23,19,0,81,1.3,2.35,39,47,0.9,0.9,37.0
44606.96,15.8,2.17,0.66,0.26,1.8,24.7,26.5,8.1,35,22,0,83,1.7,2.43,81,79,1.3,0.9,43.0
44607.0,15.8,2.17,0.62,0.22,1.8,22,23.8,7.7,39,28,0,86,1.9,2.39,34,21,1.2,0.9,47.0
44607.04,15.9,2.19,0.46,0.16,1,13.7,14.8,12,29,24,0,86,1.8,2.35,5,29,0.7,0.7,56.0
44607.08,15.3,2.27,0.5,0.19,1.3,17.7,19,7.5,35,28,0,86,1.8,2.46,248,244,1.7,1,60.0
44607.13,14.7,2.25,0.51,0.19,1.6,23.2,24.9,3.4,38,33,0,87,2,2.44,247,242,1,1.1,65.0
44607.17,14.9,2.28,0.51,0.2,2.5,23.8,26.3,2.1,41,24,0,87,2,2.48,238,252,0.8,0.5,71.0
44607.21,15.3,2.26,0.57,0.28,3.2,21.2,24.4,3.7,44,38,0,86,2,2.54,127,111,0.9,0.8,71.0
44607.25,15.7,2.45,0.64,0.27,7.1,18.3,25.4,1,36,30,0,87,1.7,2.72,341,275,1.3,0.2,79.0
44607.29,15.8,2.35,0.87,0.38,17.9,23.5,41.4,2.3,54,42,0,86,2.6,2.73,261,257,1.1,1.2,81.0
44607.33,16.7,2.32,0.85,0.31,18.6,26.2,44.8,3.9,41,21,0,81,2.3,2.63,318,120,0.8,0.3,86.0
44607.38,17.8,2.3,0.88,0.32,21.8,26.7,48.6,7,37,27,0,78,2.3,2.62,293,271,2.1,0.7,86.0
44607.42,19.2,2.17,0.75,0.28,17.7,26.3,44.1,20.3,51,27,0,66,2.7,2.45,308,357,1.9,1.1,84.0
44607.46,20.6,2.07,0.41,0.15,6.1,15.7,21.9,41.5,37,21,0,60,2.3,2.22,337,322,2.2,1.3,84.0
44607.5,21.3,2.09,0.41,0.17,3.4,15.2,18.6,53,49,24,0,57,2.1,2.26,317,311,1.7,1.9,77.0
44607.54,21.9,2.09,0.39,0.12,2.7,13.9,16.6,60,47,20,0,56,2.1,2.21,318,347,2.5,1.4,78.0
44607.58,21.2,2.04,0.29,0.08,2.1,11.4,13.5,60.5,56,19,0,61,1.8,2.12,331,325,2.8,2.6,75.0
44607.63,20.2,2.03,0.29,0.1,2,12.1,14.2,53.1,54,22,0,64,1.8,2.13,323,337,3.4,2.9,72.0
44607.67,17.7,2.04,0.3,0.09,1.6,12.3,14,49.6,64,22,0,74,1.6,2.13,344,14,3.1,2.8,71.0
44607.71,17.3,2.06,0.39,0.1,1.2,14.4,15.7,44,58,26,0,76,1.8,2.16,344,309,2.4,1.8,70.0
44607.75,17,2.06,0.4,0.1,1.2,16.2,17.5,38.8,58,27,0,77,1.8,2.16,348,349,2.5,1.9,71.0
44607.79,16.8,2.07,0.38,0.11,1.2,14.9,16.1,36.5,55,24,0,78,1.8,2.18,3,358,1.6,1.8,73.0
44607.83,17.1,2.13,0.43,0.14,1.2,18,19.3,29.6,60,23,0,78,2,2.27,341,345,1.1,1.2,72.0
44607.88,17.4,2.18,0.46,0.16,1.2,19,20.2,25.4,55,26,0,78,2,2.34,44,45,0.6,0.6,72.0
44607.92,16.9,2.14,0.4,0.13,1.1,17.2,18.3,25.3,51,30,0,81,1.8,2.27,349,4,1.7,1.3,72.0
44607.96,16.6,2.11,0.34,0.1,1.1,13.9,15,27.5,43,25,0,82,1.9,2.21,1,11,1.6,1.4,74.0
44608.0,16.8,2.16,0.35,0.11,1,12.9,13.9,26.3,37,27,0,82,1.9,2.27,6,9,1.6,0.9,74.0
44608.04,16.8,2.12,0.31,0.09,0.8,9.6,10.4,26.1,34,20,0,81,1.7,2.21,6,2,1.3,1.2,76.0
44608.08,16.7,2.13,0.29,0.07,0.7,8.8,9.5,29.1,26,14,0,82,1.6,2.2,352,1,1.3,1.2,74.0
44608.13,16.6,2.09,0.26,0.06,0.7,7.8,8.5,#,29,16,0,82,1.6,2.15,5,3,1.9,1.7,68.0
44608.17,16.5,2.12,0.26,0.05,0.8,6.3,7.2,#,23,20,0,82,1.4,2.17,350,344,1.6,1.3,65.0
44608.21,16.3,2.07,0.25,0.05,0.8,6.1,6.9,#,22,13,0,83,1.5,2.12,9,13,1.4,1.4,63.0
44608.25,16.1,2.31,0.48,0.16,3.9,13.7,17.6,14.7,25,20,0,84,1.5,2.47,90,126,0.7,0.8,59.0
44608.29,16.3,2.24,0.68,0.2,7.8,21,28.8,16.3,30,25,0,84,1.6,2.44,64,133,1.3,0.2,60.0
44608.33,17.3,2.24,0.73,0.27,13.4,20.1,33.6,14.7,40,25,0,81,1.9,2.51,107,118,1.6,1.1,63.0
44608.38,18.9,2.14,0.51,0.17,7.3,14.8,22.2,23.3,33,18,0,74,1.8,2.31,309,311,2.6,0.7,65.0
44608.42,20.5,2.05,0.35,0.11,4.4,12.2,16.7,37.7,27,17,0,65,1.7,2.16,335,329,2.9,2.2,66.0
44608.46,21.2,2.06,0.35,0.11,3.9,11.4,15.3,46.9,49,20,0,63,1.7,2.17,332,0,3.1,2.6,64.0
44608.5,22.1,2.06,0.33,0.08,1.9,8.8,10.7,55.3,39,20,0,60,1.8,2.14,340,339,2.5,2.4,61.0
44608.54,23.3,2.05,0.35,0.07,2.2,9.7,11.9,58.2,38,20,0,55,2,2.12,344,352,2.2,1.7,59.0
44608.58,23.2,2.05,0.32,0.07,1.7,9,10.8,63.9,43,24,0,56,1.9,2.12,332,325,2.8,2.6,60.0
44608.63,23,2.05,0.33,0.09,1.6,9.6,11.2,61.1,45,27,0,57,1.9,2.14,335,350,2.6,2.4,63.0
44608.67,22.1,2.07,0.39,0.14,2.3,15.2,17.5,50.6,58,25,0,62,1.9,2.21,320,337,2.9,2.7,66.0
44608.71,21.2,2.08,0.46,0.16,1.5,17.2,18.8,40.9,52,25,0,65,1.9,2.24,335,329,2.3,1.7,68.0
44608.75,20.2,2.11,0.57,0.2,1,22.4,23.4,30.2,44,21,0,68,1.9,2.31,343,359,2,1.6,71.0
44608.79,19.4,2.11,0.56,0.19,1.1,22.3,23.4,25.3,33,19,0,70,1.9,2.3,352,341,1.4,1.3,70.0
44608.83,18.5,2.2,0.54,0.22,1.2,21.6,22.8,22.6,32,17,0,74,2,2.42,319,335,0.9,1.1,67.0
44608.88,17.8,2.19,0.5,0.17,1.1,19.3,20.5,22.1,28,16,0,77,1.8,2.36,344,314,1.4,1,64.0
44608.92,17.5,2.23,0.55,0.18,1.1,19,20.2,19.5,28,18,0,78,1.9,2.41,355,106,0.9,0.2,61.0
44608.96,17.1,2.25,0.58,0.33,1.7,25,26.7,10.3,28,21,0,82,2.1,2.58,144,177,0.6,0.5,60.0
44609.0,16.4,2.26,0.52,0.32,1.1,21.9,23.1,10.5,29,17,0,84,2,2.58,265,110,0.5,0.8,61.0
44609.04,16.4,2.32,0.54,0.36,2,23.5,25.5,6.2,30,19,0,84,1.7,2.68,138,242,0.7,0.5,61.0
44609.08,16,2.41,0.51,0.3,1.7,22.4,24.1,4.5,23,17,0,86,1.7,2.71,215,106,1.1,0.6,61.0
44609.13,16,2.59,0.51,0.33,2.2,19.8,22.1,2.7,33,25,0,87,1.8,2.92,124,140,1.2,1.4,60.0
44609.17,15.7,2.49,0.48,0.26,3.5,16.9,20.4,1.1,34,23,0,88,1.5,2.75,274,299,1.1,1.5,61.0
44609.21,15.9,2.55,0.53,0.32,4.3,19.3,23.6,0.6,32,21,0,88,1.9,2.87,2,38,1,0.2,63.0
44609.25,16.2,2.22,0.39,0.14,2.6,15.4,18.1,12.2,22,15,0,83,1.8,2.36,342,301,1.5,0.8,63.0
44609.29,16.6,2.19,0.51,0.15,5.9,19.3,25.2,11.9,22,21,0,82,2,2.34,12,347,0.8,0.6,62.0
44609.33,17.9,2.19,0.75,0.28,14.3,23.4,37.7,12.7,29,19,0,77,2.3,2.47,160,247,1.8,0.2,61.0
44609.38,18.7,2.17,#,0.24,#,#,#,16.6,50,#,#,73,#,2.41,251,254,0.9,1.4,60.0
44609.42,21,#,#,#,#,#,#,27.4,#,29,#,62,#,#,285,318,2.5,1.6,59.0
44609.46,21.9,2.09,0.36,0.16,5.4,12,17.4,42.4,#,18,0,62,1.7,2.25,327,298,3.4,2.1,67.0
44609.5,21.1,2.06,0.33,0.13,3.1,11.1,14.2,43.5,37,17,0,70,1.4,2.19,330,332,2.9,2.6,65.0
44609.54,20.6,2.06,#,0.07,#,#,#,44.6,41,11,0,73,#,2.13,349,21,2.3,2.5,64.0
44609.58,21.2,#,0.39,#,3.7,14.5,18.3,37.4,42,16,0,71,1.8,#,312,288,2.3,1.5,60.0
44609.63,20.7,2.1,0.41,0.2,4.5,18.2,22.7,30.9,37,19,0,73,1.7,2.3,324,317,2.5,2.1,56.0
44609.67,20.2,2.09,0.42,0.2,3.5,18.5,22,27.9,26,13,0,76,1.6,2.29,343,347,2,1.5,55.0
44609.71,19.4,2.1,0.48,0.22,2.2,21,23.3,23.4,28,14,0,79,1.6,2.32,318,333,1.8,1.8,53.0
44609.75,18.8,2.14,0.52,0.19,1.5,21.6,23.1,20.9,23,14,0,81,1.5,2.33,332,297,1.7,1.3,53.0
44609.79,18.6,2.13,0.52,0.22,1.6,22.9,24.5,18.7,28,16,0,81,1.8,2.35,336,12,2.4,1.5,52.0
44609.83,18.2,2.12,0.41,0.16,1.4,17.4,18.8,21.3,27,16,0,83,1.8,2.28,355,7,1.9,1.7,51.0
44609.88,17.8,2.11,0.37,0.14,1.4,15.5,16.9,22.1,25,9,0,84,1.7,2.25,352,359,2.6,2,52.0
44609.92,17.2,2.08,0.33,0.12,1.3,12.9,14.2,23.3,19,14,0,85,1.7,2.2,2,10,2.1,2.2,48.0
44609.96,17.6,2.15,0.36,0.13,1.3,13.7,15,18.9,16,11,0,85,1.5,2.28,22,335,1.3,1.1,46.0
44610.0,17.1,2.13,0.31,0.1,1.3,12,13.3,19.9,13,11,0,86,1.2,2.23,346,14,2.5,2,43.0
44610.04,16.5,2.07,0.22,0.06,1.1,7,8.1,27.1,11,8,1,87,1.1,2.13,7,6,2.6,2.2,40.0
44610.08,16.7,2.1,0.21,0.04,1,5.6,6.7,28,10,10,0,86,1.1,2.14,3,0,1.8,1.7,40.0
44610.13,16.7,2.07,0.2,0.04,1.1,5.1,6.2,28.1,8,8,0.5,86,1,2.11,354,0,1.8,1.5,37.0
44610.17,16.8,2.09,0.2,0.03,1.1,4.6,5.8,27.8,7,8,0,85,1.3,2.12,358,343,2.2,1.6,34.0
44610.21,16.7,2.06,0.2,0.03,1,6.3,7.3,27.6,7,7,0,85,1.3,2.09,359,349,2,1.9,32.0
44610.25,16.6,2.09,0.23,0.05,1.2,8.8,10.1,24.7,8,8,0,86,1.6,2.14,348,355,1.5,1.2,31.0
44610.29,16.6,2.1,0.4,0.1,2.1,16.5,18.6,15.5,8,10,0,87,1.5,2.2,358,339,1,1.1,30.0
44610.33,16.9,2.12,0.55,0.16,4.5,20.7,25.3,13.4,13,6,0,87,1.3,2.28,39,60,1,0.9,30.0
44610.38,17.6,2.11,0.64,0.28,14.3,23.3,37.7,12.5,21,17,0,86,1.4,2.39,253,240,1.3,0.3,33.0
44610.42,18.9,2.1,0.54,0.3,14,24.4,38.5,18.3,23,15,0,82,1.5,2.4,264,259,1.6,1.5,38.0
44610.46,20.2,2.06,0.36,0.22,10.6,20.2,30.8,23.7,22,20,0,78,1.5,2.28,295,342,2.1,1.6,40.0
44610.5,20.9,2.08,0.34,0.17,5.3,15.9,21.2,36.3,27,15,0,75,1.3,2.25,335,11,1.8,1.6,41.0
44610.54,21.8,2.03,0.29,0.1,3.3,11.5,14.9,45.3,22,14,0,69,1.3,2.13,13,258,1.2,0.4,45.0
44610.58,23,2.04,0.32,0.14,3.2,12.3,15.5,55.1,27,15,0,65,1.3,2.18,259,258,1.9,0.7,44.0
44610.63,23.3,2.05,0.38,0.18,3.1,15.8,18.9,53.5,40,20,0,66,1.6,2.23,272,301,4,2.6,45.0
44610.67,20.3,2.03,0.27,0.11,3.1,13.9,17.1,33.7,29,12,0,78,1.2,2.14,346,1,2.7,2.7,47.0
44610.71,18.9,2.04,0.31,0.1,1.9,13.2,15.1,28.4,21,10,0,83,1.2,2.14,352,2,2.9,2.2,46.0
44610.75,18.7,2.06,0.42,0.14,1.5,17.4,18.9,20.8,16,11,0,83,1.2,2.2,359,1,3.1,2,45.0
44610.79,18.8,2.1,0.46,0.17,1.4,19.5,21,16.7,8,8,0,82,1.4,2.27,4,335,1.6,1.7,44.0
44610.83,18.6,2.09,0.4,0.14,1.6,18.9,20.5,15.4,15,7,0,82,1.4,2.23,349,354,2.1,1.7,39.0
44610.88,18.1,2.07,0.32,0.09,1.4,14.2,15.6,21.8,7,8,0,83,1.5,2.16,348,333,1.8,1.9,37.0
44610.92,18.2,2.11,0.36,0.1,1.2,12.9,14.1,19.9,13,11,0,84,1.4,2.21,354,330,0.8,0.9,35.0
44610.96,17.7,2.08,0.3,0.08,1.3,12.5,13.9,21.3,12,10,0,86,1.5,2.16,332,345,2,1.7,34.0
44611.0,16.8,2.05,0.22,0.03,1.1,6.5,7.6,30.3,13,7,0,88,1.2,2.08,1,4,3.2,2.4,33.0
44611.04,17,2.05,0.22,0.03,1.8,6.3,8.1,30.5,9,7,0,87,1.4,2.08,6,4,2.1,2.1,32.0
44611.08,17.3,2.13,0.22,0.04,1.6,6.3,8,27,6,7,0,86,1.4,2.17,350,316,0.8,1.1,31.0
44611.13,17.3,2.1,0.21,0.04,1.6,7.3,8.9,25.5,7,5,0,86,1.5,2.14,337,318,2.3,1.3,28.0
44611.17,16.9,2.1,0.2,0.03,1.4,6.2,7.7,26.8,10,2,1,88,1.5,2.13,345,13,1.7,1.3,24.0
44611.21,16.9,2.09,0.22,0.04,1.5,6.4,8,25.4,10,4,2,90,1.5,2.13,7,9,1.9,1.8,23.0
44611.25,17,2.11,0.25,0.06,1.7,8.6,10.3,22.3,5,6,0,90,1.4,2.17,7,21,2.1,1.6,23.0
44611.29,17.2,2.05,0.25,0.04,1.9,9.5,11.4,28.1,13,5,0,88,1.5,2.09,357,2,3,2.4,24.0
44611.33,17.5,2.04,0.29,0.05,4.1,9.4,13.6,29.2,9,4,0,85,1.5,2.09,9,7,2.3,2.8,24.0
44611.38,18.4,2.05,0.31,0.07,4.8,11.8,16.6,27.2,8,4,0,82,1.5,2.12,0,5,2.7,2,24.0
44611.42,18.7,2.04,0.33,0.09,3.8,12,15.9,28.3,14,4,0,82,1.8,2.13,349,22,1.8,1.8,24.0
44611.46,20.3,2.04,0.32,0.08,4.8,10.8,15.7,31.4,10,3,0,78,1.7,2.12,357,323,1.8,1,24.0
44611.5,20.4,2.03,0.29,0.07,3.7,9.4,13.2,36.2,12,4,0,78,1.5,2.1,339,352,2.6,2.1,25.0
44611.54,19.1,2.03,0.28,0.07,3,10.4,13.4,33,17,10,0,81,1.5,2.1,356,15,3.8,3,26.0
44611.58,18.7,2.03,0.27,0.08,3.1,10.9,14.1,31.2,15,9,0,83,1.6,2.11,354,356,2.2,2.5,27.0
44611.63,17.8,2.02,0.27,0.07,2.6,11.1,13.8,30.8,13,6,0,83,1.6,2.09,357,359,3.8,3.1,28.0
44611.67,17.2,2.04,0.28,0.08,2.3,12.3,14.7,30,12,4,0.5,84,1.5,2.12,357,355,3.7,2.8,28.0
44611.71,16.1,2.04,0.32,0.09,1.9,13.4,15.4,29.4,12,5,0,86,1.4,2.13,10,10,2.6,3.1,29.0
44611.75,16.2,2.09,0.35,0.09,1.7,14.8,16.6,26.1,10,6,0,84,1.4,2.18,358,344,1.9,1.6,29.0
44611.79,16.1,2.08,0.32,0.08,1.5,13.7,15.3,27.1,7,6,0,83,1.7,2.16,355,357,2.1,1.7,29.0
44611.83,15.6,2.05,0.28,0.05,1.7,10.6,12.4,30.4,9,4,0.5,84,1.6,2.1,359,8,3.3,2.9,28.0
44611.88,15.3,2.05,0.28,0.06,1.6,9.5,11.1,31.4,13,4,0,84,1.7,2.11,5,359,3,2.6,27.0
44611.92,14.6,2.04,0.23,0.04,1.7,7.7,9.4,34.3,7,2,1,86,1.5,2.08,2,14,4.6,2.7,27.0
44611.96,13.8,2.04,0.22,0.02,1.8,5.9,7.7,37.5,4,3,3.5,87,1.5,2.06,10,4,4.2,3.5,27.0
44612.0,13.4,2.04,0.21,0.02,1.4,4.9,6.4,41,3,2,1.5,87,1.5,2.06,11,9,4.1,3.8,28.0
44612.04,13.2,2.04,0.2,0.02,1.3,3.8,5.2,41.8,2,0,3.5,87,1,2.06,10,7,2.8,2.6,30.0
44612.08,13,2.05,0.2,0.01,1.4,3.4,4.9,41.5,6,1,7,88,1,2.06,0,12,3.6,3,31.0
44612.13,12.8,2.05,0.2,0.01,1.4,3.4,4.8,41,4,3,2.5,87,1,2.06,9,7,2.5,2.7,32.0
44612.17,13,2.05,0.21,0.02,1.4,2.9,4.4,39.1,4,3,0,86,0.9,2.07,4,352,1.6,1.9,34.0
44612.21,12.8,2.06,0.25,0.03,1.2,3.4,4.7,37.7,5,3,1,86,1.1,2.09,14,41,2.3,2.1,35.0
44612.25,12.5,2.07,0.29,0.03,1.2,4.1,5.4,37.9,5,3,0.5,86,1.1,2.1,4,12,4.3,2.5,36.0
44612.29,12.2,2.09,0.33,0.04,1.4,5.5,7,38.3,6,6,0.5,85,1.3,2.13,11,7,3.9,4,36.0
44612.33,12.1,2.1,0.35,0.05,1.6,6.5,8.2,37,5,5,0.5,85,1.2,2.15,10,4,3.6,3.6,36.0
44612.38,12,2.09,0.33,0.04,2,7.7,9.8,36.2,5,3,0,84,1.2,2.13,10,9,4.2,3.2,36.0
44612.42,12,2.08,0.32,0.04,2.3,7.8,10.2,36,4,2,0.5,84,1.2,2.12,8,16,3.1,3,35.0
44612.46,11.9,2.06,0.31,0.05,2.5,8.2,10.7,35.9,6,4,0.5,84,1.3,2.11,4,4,3.9,3.3,34.0
44612.5,11.6,2.06,0.3,0.05,2.3,7.7,10,35.9,5,8,0.5,85,1.3,2.11,13,13,2.6,3.2,34.0
44612.54,11.6,2.07,0.31,0.05,2.4,8.8,11.3,32.9,6,7,0,86,1.1,2.12,0,355,3.2,2.4,33.0
44612.58,11.5,2.07,0.3,0.05,2.4,9.6,12,32.2,4,5,1.5,87,1.1,2.12,4,9,3.2,2,33.0
44612.63,11.4,2.07,0.31,0.05,2.2,10.3,12.6,31.4,3,3,1,88,1.1,2.12,5,0,2.9,2.7,32.0
44612.67,11.2,2.06,0.3,0.05,2,10.3,12.4,33,3,1,0.5,88,1.1,2.11,6,9,2.8,2.7,31.0
44612.71,11.2,2.06,0.3,0.06,1.8,10.7,12.5,31.7,4,0,1.5,88,1.1,2.12,6,356,2.2,2.2,31.0
44612.75,11.2,2.06,0.29,0.05,1.6,10.4,12.1,32.8,9,0,1,87,1.2,2.11,4,14,2.8,2.3,31.0
44612.79,11.2,2.07,0.29,0.06,1.6,10.7,12.4,31.4,5,1,0.5,88,1.1,2.13,9,8,1.2,1.5,31.0
